Word,NER
Fernandez,B-PER
SPORTING,B-ORG
LISBON,B-LOC
Sporting,B-ORG
Luis,B-PER
Miguel,I-PER
Predrosa,I-PER
Lisbon,B-LOC
SC,B-ORG
Espinho,I-ORG
Predrosa,B-PER
Sporting,B-ORG
Espinho,B-ORG
Nail,B-PER
Besirovic,I-PER
Sporting,B-ORG
Jose,B-PER
Luis,I-PER
Vidigal,I-PER
Mustapha,B-PER
Hadji,I-PER
Porto,B-ORG
Lisbon,B-ORG
Benfica,B-ORG
PORTUGUESE,B-MISC
LISBON,B-LOC
Portuguese,B-MISC
Espinho,B-ORG
Sporting,B-ORG
ST,B-ORG
PAULI,I-ORG
BONN,B-LOC
Hamburg,B-LOC
St,B-ORG
Pauli,I-ORG
Bundesliga,B-MISC
Schalke,B-ORG
Schalke,B-ORG
St,B-ORG
Pauli,I-ORG
Andre,B-PER
Trulsen,I-PER
Schalke,B-ORG
Martin,B-PER
Max,I-PER
Christian,B-PER
Springer,I-PER
St,B-ORG
Pauli,I-ORG
Thomas,B-PER
Sabotzik,I-PER
Hamburg,B-ORG
Hansa,B-ORG
Rostock,I-ORG
Karsten,B-PER
Baeron,I-PER
Harald,B-PER
Spoerl,I-PER
Hamburg,B-ORG
German,B-MISC
SALAH,B-PER
HISSOU,I-PER
BRUSSELS,B-LOC
Morocco,B-LOC
Salah,B-PER
Hissou,I-PER
Brussels,B-LOC
Ethiopia,B-LOC
Haile,B-PER
Gebreselassie,I-PER
Dutch,B-MISC
Hengelo,B-LOC
GERMAN,B-MISC
BONN,B-LOC
Bundesliga,B-MISC
Hansa,B-ORG
Rostock,I-ORG
Hamburg,B-ORG
Baeron,B-PER
St,B-ORG
Pauli,I-ORG
Driller,B-PER
Trulsen,B-PER
Springer,B-PER
Sobotzik,B-PER
Schalke,B-ORG
Max,B-PER
Thon,B-PER
Wilmots,B-PER
Springer,B-PER
FRENCH,B-MISC
PARIS,B-LOC
French,B-MISC
Nancy,B-ORG
Paris,B-ORG
St,I-ORG
Germain,I-ORG
FRENCH,B-MISC
PARIS,B-LOC
French,B-MISC
Nancy,B-ORG
Paris,B-ORG
St,I-ORG
Germain,I-ORG
GERMAN,B-MISC
BONN,B-LOC
German,B-MISC
St,B-ORG
Pauli,I-ORG
Schalke,B-ORG
Hansa,B-ORG
Rostock,I-ORG
Hamburg,B-ORG
MASTERKOVA,B-PER
Adrian,B-PER
Warner,I-PER
BRUSSELS,B-LOC
Russia,B-LOC
Olympic,B-MISC
Svetlana,B-PER
Masterkova,I-PER
Zurich,B-LOC
Olympic,B-MISC
Brussels,B-LOC
Russian,B-MISC
Mozambique,B-LOC
Maria,B-PER
Mutola,I-PER
Mutola,B-PER
Masterkova,B-PER
Russian,B-MISC
Masterkova,B-PER
Atlanta,B-MISC
Games,I-MISC
Zurich,B-LOC
Zurich,B-LOC
Masterkova,B-PER
Russian,B-MISC
Brussels,B-LOC
Atlanta,B-MISC
Games,I-MISC
Masterkova,B-PER
Mutola,B-PER
Russian,B-MISC
BRUSSELS,B-LOC
Christine,B-PER
Wachtel,I-PER
Germany,B-LOC
Berlin,B-LOC
Maria,B-PER
Mutola,I-PER
Mozambique,B-LOC
Brussels,B-LOC
Svetlana,B-PER
Masterkova,I-PER
Russia,B-LOC
Brussels,B-LOC
MASTERKOVA,B-PER
BRUSSELS,B-LOC
Russian,B-MISC
Svetlana,B-PER
Masterkova,I-PER
Brussels,B-LOC
Mozambique,B-LOC
Maria,B-PER
Mutola,I-PER
GERMAN,B-MISC
OPEN,I-MISC
STUTTGART,B-LOC
Germany,B-LOC
German,B-MISC
Open,I-MISC
Britain,B-LOC
Ian,B-PER
Woosnam,I-PER
Robert,B-PER
Karlsson,I-PER
Sweden,B-LOC
Fernando,B-PER
Roca,I-PER
Spain,B-LOC
Ian,B-PER
Pyman,I-PER
Carl,B-PER
Suneson,I-PER
Stephen,B-PER
Field,I-PER
Miguel,B-PER
Angel,I-PER
Martin,I-PER
Spain,B-LOC
Raymond,B-PER
Russell,I-PER
Thomas,B-PER
Gogele,I-PER
Germany,B-LOC
Paul,B-PER
Broadhurst,I-PER
Diego,B-PER
Borrego,I-PER
Spain,B-LOC
Ricky,B-PER
Willison,I-PER
Stephen,B-PER
Ames,I-PER
Trinidad,B-LOC
Tobago,I-LOC
Eamonn,B-PER
Darcy,I-PER
Ireland,B-LOC
Robert,B-PER
Coles,I-PER
David,B-PER
Williams,I-PER
Thomas,B-PER
Bjorn,I-PER
Denmark,B-LOC
Pedro,B-PER
Linhart,I-PER
Spain,B-LOC
Michael,B-PER
Jonzon,B-PER
Sweden,B-LOC
Roger,B-PER
Chapman,I-PER
Jonathan,B-PER
Lomas,I-PER
Francisco,B-PER
Cea,I-PER
Spain,B-LOC
Terry,B-PER
Price,I-PER
Australia,B-LOC
Paul,B-PER
Eales,I-PER
Wayne,B-PER
Riley,B-PER
Australia,B-LOC
Carl,B-PER
Mason,I-PER
Barry,B-PER
Lane,I-PER
Bernhard,B-PER
Langer,I-PER
Germany,B-LOC
Gary,B-PER
Orr,I-PER
Mats,B-PER
Lanner,I-PER
Sweden,B-LOC
Jeff,B-PER
Hawksworth,I-PER
Des,B-PER
Smyth,B-PER
Ireland,B-LOC
David,B-PER
Carter,I-PER
Steve,B-PER
Webster,I-PER
Jose,B-PER
Maria,I-PER
Canizares,I-PER
Spain,B-LOC
Paul,B-PER
Lawrie,I-PER
MITCHELL,B-PER
OLYMPIC,B-MISC
Adrian,B-PER
Warner,I-PER
BRUSSELS,B-LOC
American,B-MISC
Dennis,B-PER
Mitchell,I-PER
Olympic,B-MISC
Brussels,B-LOC
Sporting,B-ORG
U S ,B-LOC
Canada,B-LOC
Olympic,B-MISC
Donovan,B-PER
Bailey,I-PER
Linford,B-PER
Christie,I-PER
Britain,B-LOC
American,B-MISC
Carl,B-PER
Lewis,I-PER
Mitchell,B-PER
Olympic,B-MISC
Bailey,B-PER
Zurich,B-LOC
American,B-MISC
Atlanta,B-MISC
Games,I-MISC
Bailey,B-PER
Canadian,B-MISC
Lewis,B-PER
Atlanta,B-LOC
Ato,B-PER
Boldon,I-PER
Christie,B-PER
Lewis,B-PER
Europe,B-LOC
American,B-MISC
Olympic,I-MISC
Allen,B-PER
Johnson,I-PER
Britain,B-LOC
Colin,B-PER
Jackson,I-PER
Johnson,B-PER
U S ,B-LOC
Olympic,B-MISC
Atlanta,B-LOC
American,B-MISC
Roger,B-PER
Kingdom,I-PER
Brussels,B-LOC
Jackson,B-PER
Sweden,B-LOC
Olympic,B-MISC
Ludmila,B-PER
Engquist,I-PER
Zurich,B-LOC
Olympic,B-MISC
Brigita,B-PER
Bukovec,I-PER
Slovenia,B-LOC
Jamaican,B-MISC
Commonwealth,B-ORG
Michelle,B-PER
Freeman,I-PER
Cuban,B-MISC
Aliuska,B-PER
Lopez,I-PER
Zurich,B-LOC
Engquist,B-PER
Golden,B-MISC
Four,I-MISC
Oslo,B-LOC
Zurich,B-LOC
Brussels,B-LOC
Berlin,B-LOC
American,B-MISC
Derrick,B-PER
Adkins,I-PER
American,B-MISC
Olympic,I-MISC
Gail,B-PER
Devers,I-PER
Atlanta,B-LOC
Jamaican,B-MISC
Merlene,B-PER
Ottey,I-PER
Devers,B-PER
Zurich,B-LOC
Atlanta,B-LOC
American,B-MISC
Gwen,B-PER
Torrence,I-PER
Atlanta,B-LOC
Ottey,B-PER
Golden,B-MISC
Four,I-MISC
BRUSSELS,B-MISC
GRAND,I-MISC
PRIX,I-MISC
BRUSSELS,B-LOC
Brussels,B-MISC
Grand,B-MISC
Prix,I-MISC
Ilke,B-PER
Wyludda,I-PER
Germany,B-LOC
Ellina,B-PER
Zvereva,I-PER
Belarus,B-LOC
Franka,B-PER
Dietzsch,I-PER
Germany,B-LOC
Natalya,B-PER
Sadova,I-PER
Russia,B-LOC
Mette,B-PER
Bergmann,I-PER
Norway,B-LOC
Nicoleta,B-PER
Grasu,I-PER
Romania,B-LOC
Olga,B-PER
Chernyavskaya,I-PER
Russia,B-LOC
Irina,B-PER
Yatchenko,I-PER
Belarus,B-LOC
Ludmila,B-PER
Engquist,I-PER
Sweden,B-LOC
Michelle,B-PER
Freeman,I-PER
Jamaica,B-LOC
Aliuska,B-PER
Lopez,I-PER
Cuba,B-LOC
Dionne,B-PER
Rose,I-PER
Jamaica,B-LOC
Brigita,B-PER
Bukovec,I-PER
Slovakia,B-LOC
Yulia,B-PER
Graudin,I-PER
Russia,B-LOC
Julie,B-PER
Baumann,I-PER
Switzerland,B-LOC
Patricia,B-PER
Girard Leno,I-PER
France,B-LOC
Dawn,B-PER
Bowles,I-PER
U S ,B-LOC
Allen,B-PER
Johnson,I-PER
U S ,B-LOC
Colin,B-PER
Jackson,I-PER
Britain,B-LOC
Emilio,B-PER
Valle,I-PER
Cuba,B-LOC
Sven,B-PER
Pieters,I-PER
Belgium,B-LOC
Steve,B-PER
Brown,I-PER
U S ,B-LOC
Frank,B-PER
Asselman,I-PER
Belgium,B-LOC
Hubert,B-PER
Grossard,I-PER
Belgium,B-LOC
Jonathan,B-PER
N Senga,I-PER
Belgium,B-LOC
Johan,B-PER
Lisabeth,I-PER
Belgium,B-LOC
Roberta,B-PER
Brunet,I-PER
Italy,B-LOC
Fernanda,B-PER
Ribeiro,I-PER
Portugal,B-LOC
Sally,B-PER
Barsosio,I-PER
Kenya,B-LOC
Paula,B-PER
Radcliffe,I-PER
Britain,B-LOC
Julia,B-PER
Vaquero,I-PER
Spain,B-LOC
Catherine,B-PER
McKiernan,I-PER
Ireland,B-LOC
Annette,B-PER
Peters,I-PER
U S ,B-LOC
Pauline,B-PER
Konga,I-PER
Kenya,B-LOC
Dennis,B-PER
Mitchell,I-PER
U S ,B-LOC
Donovan,B-PER
Bailey,I-PER
Canada,B-LOC
Carl,B-PER
Lewis,I-PER
U S ,B-LOC
Ato,B-PER
Boldon,I-PER
Trinidad,B-LOC
Linford,B-PER
Christie,I-PER
Britain,B-LOC
Davidson,B-PER
Ezinwa,I-PER
Nigeria,B-LOC
Jon,B-PER
Drummond,I-PER
U S ,B-LOC
Bruny,B-PER
Surin,I-PER
Canada,B-LOC
Derrick,B-PER
Adkins,I-PER
U S ,B-LOC
Samuel,B-PER
Matete,I-PER
Zambia,B-LOC
Rohan,B-PER
Robinson,I-PER
Australia,B-LOC
Torrance,B-PER
Zellner,I-PER
U S ,B-LOC
Jean Paul,B-PER
Bruwier,I-PER
Belgium,B-LOC
Dusan,B-PER
Kovacs,I-PER
Hungary,B-LOC
Calvin,B-PER
Davis,I-PER
U S ,B-LOC
Laurent,B-PER
Ottoz,I-PER
Italy,B-LOC
Marc,B-PER
Dollendorf,I-PER
Belgium,B-LOC
Gail,B-PER
Devers,I-PER
U S ,B-LOC
Gwen,B-PER
Torrence,I-PER
U S ,B-LOC
Merlene,B-PER
Ottey,I-PER
Jamaica,B-LOC
Mary,B-PER
Onyali,I-PER
Nigeria,B-LOC
Chryste,B-PER
Gaines,I-PER
U S ,B-LOC
Zhanna,B-PER
Pintusevich,I-PER
Ukraine,B-LOC
Irina,B-PER
Privalova,I-PER
Russia,B-LOC
Natalia,B-PER
Voronova,I-PER
Russia,B-LOC
Juliet,B-PER
Cuthbert,I-PER
Jamaica,B-LOC
Regina,B-PER
Jacobs,I-PER
U S ,B-LOC
Patricia,B-PER
Djate,I-PER
France,B-LOC
Carla,B-PER
Sacramento,I-PER
Portugal,B-LOC
Yekaterina,B-PER
Podkopayeva,I-PER
Russia,B-LOC
Margret,B-PER
Crowley,I-PER
Australia,B-LOC
Leah,B-PER
Pells,I-PER
Canada,B-LOC
Sarah,B-PER
Thorsett,I-PER
U S ,B-LOC
Sinead,B-PER
Delahunty,I-PER
Ireland,B-LOC
Joseph,B-PER
Keter,I-PER
Kenya,B-LOC
Patrick,B-PER
Sang,I-PER
Kenya,B-LOC
Moses,B-PER
Kiptanui,I-PER
Kenya,B-LOC
Gideon,B-PER
Chirchir,I-PER
Kenya,B-LOC
Richard,B-PER
Kosgei,I-PER
Kenya,B-LOC
Larbi,B-PER
El,I-PER
Khattabi,I-PER
Morocco,B-LOC
Eliud,B-PER
Barngetuny,I-PER
Kenya,B-LOC
Bernard,B-PER
Barmasai,I-PER
Kenya,B-LOC
Michael,B-PER
Johnson,I-PER
U S ,B-LOC
Derek,B-PER
Mills,I-PER
U S ,B-LOC
Anthuan,B-PER
Maybank,I-PER
U S ,B-LOC
Davis,B-PER
Kamoga,I-PER
Uganda,B-LOC
Jamie,B-PER
Baulch,I-PER
Britain,B-LOC
Sunday,B-PER
Bada,I-PER
Nigeria,B-LOC
Samson,B-PER
Kitur,I-PER
Kenya,B-LOC
Mark,B-PER
Richardson,I-PER
Britain,B-LOC
Jason,B-PER
Rouser,I-PER
U S ,B-LOC
Frankie,B-PER
Fredericks,I-PER
Namibia,B-LOC
Ato,B-PER
Boldon,I-PER
Trinidad,B-LOC
Jeff,B-PER
Williams,I-PER
U S ,B-LOC
Jon,B-PER
Drummond,I-PER
U S ,B-LOC
Patrick,B-PER
Stevens,I-PER
Belgium,B-LOC
Michael,B-PER
Marsh,I-PER
U S ,B-LOC
Ivan,B-PER
Garcia,I-PER
Cuba,B-LOC
Eric,B-PER
Wymeersch,I-PER
Belgium,B-LOC
Lamont,B-PER
Smith,I-PER
U S ,B-LOC
Svetlana,B-PER
Masterkova,I-PER
Russia,B-LOC
Maria,B-PER
Mutola,I-PER
Mozambique,B-LOC
Malgorzata,B-PER
Rydz,I-PER
Poland,B-LOC
Anja,B-PER
Smolders,I-PER
Belgium,B-LOC
Veerle,B-PER
De,I-PER
Jaeghere,I-PER
Belgium,B-LOC
Eleonora,B-PER
Berlanda,I-PER
Italy,B-LOC
Anneke,B-PER
Matthijs,I-PER
Belgium,B-LOC
Jacqueline,B-PER
Martin,I-PER
Spain,B-LOC
Mary,B-PER
Onyali,I-PER
Nigeria,B-LOC
Inger,B-PER
Miller,I-PER
U S ,B-LOC
Irina,B-PER
Privalova,I-PER
Russia,B-LOC
Natalia,B-PER
Voronova,I-PER
Russia,B-LOC
Marina,B-PER
Trandenkova,I-PER
Russia,B-LOC
Chandra,B-PER
Sturrup,I-PER
Bahamas,B-LOC
Zundra,B-PER
Feagin,I-PER
U S ,B-LOC
Galina,B-PER
Malchugina,I-PER
Russia,B-LOC
Cathy,B-PER
Freeman,I-PER
Australia,B-LOC
Marie Jose,B-PER
Perec,I-PER
France,B-LOC
Falilat,B-PER
Ogunkoya,I-PER
Nigeria,B-LOC
Pauline,B-PER
Davis,I-PER
Bahamas,B-LOC
Fatima,B-PER
Yussuf,I-PER
Nigeria,B-LOC
Maicel,B-PER
Malone,I-PER
U S ,B-LOC
Hana,B-PER
Benesova,I-PER
Czech,B-LOC
Republic,I-LOC
Ann,B-PER
Mercken,I-PER
Belgium,B-LOC
Daniel,B-PER
Komen,I-PER
Kenya,B-LOC
Khalid,B-PER
Boulami,I-PER
Morocco,B-LOC
Bob,B-PER
Kennedy,I-PER
U S ,B-LOC
El,B-PER
Hassane,I-PER
Lahssini,I-PER
Morocco,B-LOC
Thomas,B-PER
Nyariki,I-PER
Kenya,B-LOC
Noureddine,B-PER
Morceli,I-PER
Algeria,B-LOC
Fita,B-PER
Bayesa,I-PER
Ethiopia,B-LOC
Martin,B-PER
Keino,I-PER
Kenya,B-LOC
Lars,B-PER
Riedel,I-PER
Germany,B-LOC
Anthony,B-PER
Washington,I-PER
U S ,B-LOC
Vladimir,B-PER
Dubrovshchik,I-PER
Belarus,B-LOC
Virgilius,B-PER
Alekna,I-PER
Lithuania,B-LOC
Juergen,B-PER
Schult,I-PER
Germany,B-LOC
Vassiliy,B-PER
Kaptyukh,I-PER
Belarus,B-LOC
Vaclavas,B-PER
Kidikas,I-PER
Lithuania,B-LOC
Michael,B-PER
Mollenbeck,I-PER
Germany,B-LOC
Jonathan,B-PER
Edwards,I-PER
Britain,B-LOC
Yoelvis,B-PER
Quesada,I-PER
Cuba,B-LOC
Brian,B-PER
Wellman,I-PER
Bermuda,B-LOC
Kenny,B-PER
Harrison,I-PER
U S ,B-LOC
Gennadi,B-PER
Markov,I-PER
Russia,B-LOC
Francis,B-PER
Agyepong,I-PER
Britain,B-LOC
Rogel,B-PER
Nachum,I-PER
Israel,B-LOC
Sigurd,B-PER
Njerve,I-PER
Norway,B-LOC
Hicham,B-PER
El,I-PER
Guerrouj,I-PER
Morocco,B-LOC
Isaac,B-PER
Viciosa,I-PER
Spain,B-LOC
William,B-PER
Tanui,I-PER
Kenya,B-LOC
Elijah,B-PER
Maru,I-PER
Kenya,B-LOC
Marcus,B-PER
O Sullivan,I-PER
Ireland,B-LOC
John,B-PER
Mayock,I-PER
Britain,B-LOC
Laban,B-PER
Rotich,I-PER
Kenya,B-LOC
Christophe,B-PER
Impens,I-PER
Belgium,B-LOC
Stefka,B-PER
Kostadinova,I-PER
Bulgaria,B-LOC
Inga,B-PER
Babakova,I-PER
Ukraine,B-LOC
Alina,B-PER
Astafei,I-PER
Germany,B-LOC
Tatyana,B-PER
Motkova,I-PER
Russia,B-LOC
Svetlana,B-PER
Zalevskaya,I-PER
Kazakhstan,B-LOC
Yelena,B-PER
Gulyayeva,I-PER
Russia,B-LOC
Hanna,B-PER
Haugland,I-PER
Norway,B-LOC
Olga,B-PER
Boshova,I-PER
Moldova,B-LOC
Nele,B-PER
Zilinskiene,I-PER
Lithuania,B-LOC
Salah,B-PER
Hissou,I-PER
Morocco,B-LOC
Paul,B-PER
Tergat,I-PER
Kenya,B-LOC
Paul,B-PER
Koech,I-PER
Kenya,B-LOC
William,B-PER
Kiptum,I-PER
Kenya,B-LOC
Aloys,B-PER
Nizigama,I-PER
Burundi,B-LOC
Mathias,B-PER
Ntawulikura,I-PER
Rwanda,B-LOC
Abel,B-PER
Anton,I-PER
Spain,B-LOC
Kamiel,B-PER
Maase,I-PER
Netherlands,B-LOC
Worku,B-PER
Bekila,I-PER
Ethiopia,B-LOC
Robert,B-PER
Stefko,I-PER
Slovakia,B-LOC
JORGE,B-PER
PORTO,B-ORG
WORLD,B-MISC
CUP,I-MISC
LISBON,B-LOC
Portugal,B-LOC
Artur,B-PER
Jorge,I-PER
Porto,B-ORG
World,B-MISC
Cup,I-MISC
Armenia,B-LOC
Paulo,B-PER
Sousa,I-PER
Borussia,B-ORG
Dortmund,I-ORG
Italy,B-LOC
Juventus,B-ORG
Portuguese,B-MISC
European,B-MISC
Jorge,B-PER
Antonio,B-PER
Oliveira,I-PER
Porto,B-ORG
Euro,B-MISC
Vitor,B-PER
Baia,I-PER
Rui,B-PER
Correia,I-PER
Jorge,B-PER
Costa,I-PER
Paulinho,B-PER
Santos,I-PER
Helder,B-PER
Cristovao,I-PER
Carlos,B-PER
Secretario,I-PER
Dimas,B-PER
Teixeira,I-PER
Fernando,B-PER
Couto,I-PER
Jose,B-PER
Barroso,I-PER
Luis,B-PER
Figo,I-PER
Rui,B-PER
Barros,I-PER
Rui,B-PER
Costa,I-PER
Oceano,B-PER
Cruz,I-PER
Ricardo,B-PER
Sa,I-PER
Pinto,I-PER
Domingos,B-PER
Oliveira,I-PER
Joao,B-PER
Vieira,I-PER
Pinto,I-PER
Jorge,B-PER
Cadete,I-PER
Antonio,B-PER
Folha,I-PER
VOGTS,B-PER
EURO,B-MISC
BONN,B-LOC
Berti,B-PER
Vogts,I-PER
European,B-MISC
Germany,B-LOC
Poland,B-LOC
Vogts,B-PER
Zabrze,B-LOC
Euro,B-MISC
Bremen,B-ORG
Jens,B-PER
Todt,I-PER
UEFA,B-ORG
Dortmund,B-ORG
Matthias,B-PER
Sammer,I-PER
Steffen,B-PER
Freund,I-PER
Rene,B-PER
Schneider,I-PER
World,B-MISC
Cup,I-MISC
Vogts,B-PER
Oliver,B-PER
Kahn,I-PER
Andreas,B-PER
Koepke,I-PER
Oliver,B-PER
Reck,I-PER
Markus,B-PER
Babbel,I-PER
Thomas,B-PER
Helmer,I-PER
Juergen,B-PER
Kohler,I-PER
Stefan,B-PER
Reuter,I-PER
Matthias,B-PER
Sammer,I-PER
Rene,B-PER
Schneider,I-PER
Mario,B-PER
Basler,I-PER
Marco,B-PER
Bode,I-PER
Dieter,B-PER
Eilts,I-PER
Steffen,B-PER
Freund,I-PER
Thomas,B-PER
Haessler,I-PER
Andreas,B-PER
Moeller,I-PER
Mehmet,B-PER
Scholl,I-PER
Thomas,B-PER
Strunz,I-PER
Jens,B-PER
Todt,I-PER
Christian,B-PER
Ziege,I-PER
Oliver,B-PER
Bierhoff,I-PER
Fredi,B-PER
Bobic,I-PER
Juergen,B-PER
Klinsmann,I-PER
Stefan,B-PER
Kuntz,I-PER
EUROPEAN,B-MISC
CUP,I-MISC
AEK,B-ORG
OLYMPIAKOS,B-ORG
PAO,B-ORG
ATHENS,B-LOC
European,B-MISC
UEFA,B-ORG
Greek,B-MISC
Geneva,B-LOC
x AEK,B-ORG
Athens,I-ORG
Greece,B-LOC
Chemlon,B-ORG
Humenne,I-ORG
Slovakia,B-LOC
x Olympiakos,B-ORG
Ferencvaros,B-ORG
Hungary,B-LOC
x PAO,B-ORG
Legia,B-ORG
Warsaw,I-ORG
Poland,B-LOC
Dimitris,B-PER
Kontogiannis,I-PER
Athens,B-ORG
Newsroom,I-ORG
EURO,B-MISC
GENEVA,B-LOC
European,B-MISC
UEFA,B-MISC
Cup,I-MISC
Lyngby,B-ORG
Denmark,B-LOC
x Club,B-ORG
Brugge,I-ORG
Belgium,B-LOC
Casino,B-ORG
Graz,I-ORG
Austria,B-LOC
Ekeren,B-ORG
Belgium,B-LOC
Besiktas,B-ORG
Turkey,B-LOC
Molenbeek,B-ORG
Belgium,B-LOC
Alania,B-ORG
Vladikavkaz,I-ORG
Russia,B-LOC
x Anderlecht,B-ORG
Belgium,B-LOC
Cup,B-MISC
Winners,I-MISC
Cup,I-MISC
x Cercle,B-ORG
Brugge,I-ORG
Belgium,B-LOC
Brann,B-ORG
Bergen,I-ORG
Norway,B-LOC
SRI,B-LOC
LANKA,I-LOC
AUSTRALIA,B-LOC
COLOMBO,B-LOC
Sri,B-LOC
Lanka,I-LOC
Australia,B-LOC
Sri,B-MISC
Lankans,I-MISC
Sri,B-MISC
Lankans,I-MISC
Muttiah,B-PER
Muralitharan,I-PER
Australia,B-LOC
Sri,B-LOC
Lanka,I-LOC
Arjuna,B-PER
Ranatunga,I-PER
World,B-MISC
Cup,I-MISC
World,B-ORG
XI,I-ORG
Australian,B-MISC
Cam,B-PER
Battersby,I-PER
Ranatunga,B-PER
Batterby,B-PER
Australians,B-MISC
Indian,B-LOC
Ocean,I-LOC
World,B-MISC
Cup,I-MISC
Colombo,B-LOC
Australia,B-LOC
India,B-LOC
Zimbabwe,B-LOC
Battersby,B-PER
Sri,B-MISC
Lankan,I-MISC
Australia,B-LOC
Ian,B-PER
Healy,I-PER
Sri,B-LOC
Lanka,I-LOC
ANGOLA,B-LOC
LUANDA,B-LOC
Angolan,B-MISC
Reuters,B-ORG
JORNAL,B-ORG
DE,I-ORG
ANGOLA,I-ORG
Angolan,B-MISC
UN,B-ORG
Security,I-ORG
Council,I-ORG
Angola,B-LOC
Unita,B-ORG
Government,B-ORG
National,I-ORG
Unity,I-ORG
Reconciliation,I-ORG
Unita,B-ORG
National,B-ORG
Assembly,I-ORG
Unita,B-ORG
Unita,B-ORG
Dos,B-PER
Santos,I-PER
UN,B-ORG
Security,I-ORG
Council,I-ORG
Lusaka,B-MISC
Agreement,I-MISC
SC,B-ORG
S AFRICAN,B-MISC
JOHANNESBURG,B-LOC
South,B-MISC
African,I-MISC
Gencor,B-ORG
Gencor,B-ORG
Primedia,B-ORG
Primedia,B-ORG
Distillers,B-ORG
Distillers,B-ORG
Iscor,B-ORG
Iscor,B-ORG
McCarthy,B-ORG
McCarthy,B-ORG
Imphold,B-ORG
Imphold,B-ORG
M R,B-ORG
M R,B-ORG
JD,B-ORG
Group,I-ORG
JD,B-ORG
Group,I-ORG
Johannesburg,B-LOC
Ulster,B-ORG
Petroleums,I-ORG
Ltd,I-ORG
CALGARY,B-LOC
C ,B-MISC
C ,B-MISC
C ,B-MISC
C ,B-MISC
Reuters,B-ORG
Toronto,I-ORG
Bureau,I-ORG
Nigerian,B-MISC
Commonwealth,B-ORG
trip Canada,B-MISC
OTTAWA,B-LOC
Commonwealth,B-ORG
Nigeria,B-LOC
Canadian,B-MISC
Lloyd,B-PER
Axworthy,I-PER
Axworthy,B-PER
Commonwealth,B-ORG
London,B-LOC
TORONTO,B-LOC
Toronto based,B-MISC
TVX,B-ORG
Gold,I-ORG
Inc,I-ORG
C ,B-MISC
C ,B-MISC
Kinross,B-ORG
Gold,I-ORG
Corp,I-ORG
C ,B-MISC
C ,B-MISC
Scorpion,B-ORG
Minerals,I-ORG
Inc,I-ORG
Indonesian,B-MISC
C ,B-MISC
C ,B-MISC
TVX,B-ORG
Kinross,B-ORG
U S ,B-LOC
Scorpion,B-ORG
Reuters,B-ORG
Toronto,I-ORG
Bureau,I-ORG
Unitog,B-ORG
Co,I-ORG
Barrington,B-ORG
Research,I-ORG
Associates,I-ORG
Inc,I-ORG
Unitog,B-ORG
Co,I-ORG
Alexander,B-PER
Paris,I-PER
Chicago,B-LOC
Buffett,B-PER
Property,B-ORG
Capital,I-ORG
WASHINGTON,B-LOC
Omaha,B-LOC
Warren,B-PER
Buffett,I-PER
Property,B-ORG
Capital,I-ORG
Trust,I-ORG
Securities,B-ORG
Exchnage,I-ORG
Commission,I-ORG
Buffett,B-PER
Boston based,B-MISC
Buffett,B-PER
Berkshire,B-ORG
Hathaway,I-ORG
Inc,I-ORG
U S ,B-LOC
Colombia,B-LOC
U S ,B-LOC
MIAMI,B-LOC
U S ,B-LOC
Colombian,B-MISC
AMR,B-ORG
Corp,I-ORG
American,B-ORG
Airlines,I-ORG
New,B-LOC
York,I-LOC
Bogota,B-LOC
Department,B-ORG
Transportation,I-ORG
Miami,B-LOC
AMR,B-ORG
Miami,B-LOC
Colombia,B-LOC
New,B-LOC
York,I-LOC
United,B-LOC
States,I-LOC
Colombia,B-LOC
New,B-LOC
York,I-LOC
Federal,B-ORG
Aviation,I-ORG
Administration,I-ORG
International,B-MISC
Aviation,I-MISC
Safety,I-MISC
program,I-MISC
Colombia,B-LOC
Colombia,B-LOC
American,B-ORG
New,B-LOC
York,I-LOC
Bogota,B-LOC
United,B-LOC
States,I-LOC
Colombians,B-MISC
Colombian,B-MISC
Avianca,B-ORG
ACES,B-ORG
GMT,B-MISC
LONDON,B-LOC
MIDEAST,B-LOC
GULF,I-LOC
RED,B-LOC
SEA,I-LOC
Konpolis,B-ORG
Mideast,B-LOC
Indonesia,B-LOC
KPC,B-ORG
TBN,B-ORG
Mideast,B-LOC
W C ,B-LOC
India,I-LOC
E C India,B-LOC
IOC,B-ORG
ASIA,B-LOC
PACIFIC,I-LOC
Petrobulk,B-ORG
Rainbow,I-ORG
Okinawa,B-LOC
Inchon,B-LOC
Honam,B-ORG
MED,B-LOC
BLACK,B-LOC
SEA,I-LOC
TBN,B-ORG
Constanza,B-LOC
Inia,B-LOC
IOC,B-ORG
UK,B-LOC
Port,B-ORG
Christine,I-ORG
Pembroke,B-LOC
US,B-LOC
Stentex,B-ORG
WESTERN,B-LOC
HEMISPHERE,I-LOC
Kpaitan,B-ORG
Stankov,I-ORG
St,B-LOC
Croix,I-LOC
USAC,B-LOC
Hess,B-ORG
AP,B-ORG
Moller,I-ORG
Caribs,B-LOC
Japan,B-LOC
BP,B-ORG
Tiber,B-ORG
Caribs,B-LOC
Stinnes,B-ORG
MIDEAST,B-LOC
GULF,I-LOC
RED,B-LOC
SEA,I-LOC
Tenacity,B-ORG
Mideast,B-LOC
South,B-LOC
Korea,I-LOC
Samsung,B-ORG
